place_id,historical_name,county_id,authority_id,method,needs_review
652,Czekno,1,253,manual,0
653,Czelyche,1,255,manual,1
654,Czeraberda,1,240,orthographic-fuzzy,1
655,Czereborda,1,263,orthographic-exact,0
656,Czerowaberda,1,240,orthographic-fuzzy,1
657,Czerowycza Zenth Iwan,1,349,manual,0
658,Czerowycza Zenth Iwan- ad Zenth Gergerwara,1,350,manual,1
659,Czerowycza Zentiwan,1,349,manual,0
660,Czerowycza-ad Zenth Gerghwara,1,351,manual,1
661,Czerye,4,352,singleton,0
662,Czerzthwecz,1,241,manual,0
663,Czome,1,353,singleton,0
664,Czwethkowych,4,354,modern,0
665,Czwethkowychy,4,354,modern,0
666,Czwethkowychy ad Okych,4,354,modern,0
667,Czwethkoych-judicatus ad Okych,4,354,modern,0
668,Czyczerye,4,299,modern,0
669,Czyglenycza,2,355,singleton,0
670,Czyrquena,1,310,orthographic-exact,0
671,Czywczerye,4,299,modern,0
672,Damerye,4,356,modern,0
673,Danowcz,1,357,manual,0
674,Darnocz-cum pertinenciis,1,358,manual,0
675,Darnowcz,1,357,manual,0
676,Darnowcz cum pertinentiis,1,358,manual,0
677,Darnowcz- cum pertinentiis,1,358,manual,0
678,Darnowcz-cum pertinenciis,1,358,manual,0
679,Darnowcz-cum pertinentiis,1,358,manual,0
680,Darozlo Bakwa,1,359,manual,0
681,Dawch,1,360,singleton,0
682,Deche,1,361,manual,0
683,Declyna,1,362,manual,0
684,Decze,3,363,singleton,0
685,Dedochay sub Pokwpye,4,364,manual,0
686,Demerie,4,356,modern,0
687,Demerye,4,356,modern,0
688,Dercowcz,1,365,manual,0
689,Derkowcz,1,366,manual,0
690,Dersze,3,367,manual,1
691,Derze,3,367,manual,1
692,Desnycze,1,368,manual,0
693,Desowcz,1,369,singleton,0
694,Deykowcz-de Waska,1,370,manual,1
695,Dezsnych- judicatus (Jazthrebarzka-castrum),4,371,modern,0
696,Dimikowcz,1,372,manual,0
697,Dimitrowcz,1,373,manual,0
698,Dimytroucz,2,374,orthographic-exact,0
699,Districtus Capituli Zagrabiensis,4,375,modern,0
700,Districtus dominorum Capituli ecclesiae Zagrabiensis,4,375,modern,0
701,Dobochecz,1,376,manual,1
702,Dobovcz,1,377,orthographic-exact,0
703,Dobowcz,1,377,orthographic-exact,0
704,Dobownyk,3,378,manual,1
705,Dobowyna,1,379,singleton,0
706,Dobowyo in Berzewcze,1,380,manual,1
707,Dobra Kuchya,1,381,manual,0
708,Dobrachwcha,1,382,manual,1
709,Dobrachwcha cum pertinentiis,1,383,singleton,0
710,Dobrakuchya,1,381,manual,0
711,Dobrawa,4,384,manual,0
712,Dobrawa ad Lythwuanych,4,385,manual,1
713,Dobrawa villa ad Lythwanych,4,386,manual,1
714,Dobrawycza,2,387,singleton,0
715,Dobrokychya,1,388,manual,0
716,Dobrowa Czerzka,4,389,singleton,0
717,Dobrowoych,1,390,orthographic-fuzzy,1
718,Dobrowych,1,390,orthographic-fuzzy,1
719,Dobrowyncz,1,390,orthographic-fuzzy,1
720,Dobryncz,1,390,orthographic-fuzzy,1
721,Dol,4,391,orthographic-exact,0
722,Dolane,4,392,manual,0
723,Dolanie,4,392,manual,0
724,Dollyany,4,392,manual,0
725,Dolyan,4,392,manual,0
726,Dolyan ad Belam,1,393,manual,1
727,Dolyancz,1,394,manual,0
728,Dolyane,4,392,manual,0
729,Dolyany,4,392,manual,0
730,Dolyanye,4,392,manual,0
731,Domaghowych,4,371,modern,0
732,Domagowych,4,371,modern,0
733,Domagowych- judicatus (Jazthrebarzka-castrum),4,371,modern,0
734,Domancusowcz,1,395,manual,1
735,Domankwsoucz,1,395,manual,1
736,Domankwsowcz,1,395,manual,1
737,Dombrensi,1,396,manual,1
738,Dombro,1,397,manual,0
739,"Dombro-oppidum, Gradecz",1,398,manual,0
740,"Dombro-provincia, ad Sanctum Michaelem",1,399,manual,1
741,Donadoucz,1,400,manual,1
742,Donadowcz,1,400,manual,1
743,Dool,4,391,orthographic-exact,0
744,Dorozlo Bakwa,1,359,manual,0
745,Dragalen,1,401,singleton,0
746,Dragalyn ad Belam,1,402,manual,1
747,Dragalyna,1,403,manual,1
748,Draganychy,4,404,modern,0
749,Draganychy ad Okych,4,404,modern,0
750,Dragatyn,1,405,manual,1
751,Dragonoscz,4,406,modern,0
752,Dragonosczi,4,406,modern,0
753,Dragonosczy,4,406,modern,0
754,Dragowya,1,407,orthographic-fuzzy,1
755,Dragowya-ad Achynam,1,408,manual,1
756,Dragowyna,1,407,orthographic-fuzzy,1
757,Dragwnych-judicatus ad Okych,4,404,modern,0
758,Dragyanych,4,404,modern,0
759,Drakcha,1,409,manual,0
760,Drascha,1,410,manual,0
761,Drascha ad Gemenecz,1,411,manual,1
762,Drascha ad Gemlech,1,412,manual,1
763,Draschya,1,410,manual,0
764,Draschyna ad Gemlecz,1,413,manual,1
765,Drascowcz,1,414,manual,0
766,Drasewcz,1,415,manual,0
767,Drasimercz,1,416,manual,0
768,Draskowcz,1,414,manual,0
769,Drasowch,1,414,manual,0
770,Drasowcz,1,414,manual,0
771,Drawamelleke,1,417,manual,0
772,Drawamelleky,1,417,manual,0
773,Dremowa (Drenowa*),4,418,manual,1
774,Drenoua,4,419,modern,0
775,Drenowa,4,419,modern,0
776,"Druskoucz, Koskovcz",2,420,manual,0
777,Drwskowcz,2,421,singleton,0
778,"Drwskowcz, Koskowcz",2,420,manual,0
779,"Drwskowcz, Oskowcz",2,420,manual,0
780,Dryenowa,4,419,modern,0
781,Duboucz,1,422,orthographic-exact,0
782,"Dubouycza, Kapolna",1,423,singleton,0
783,Dubowcz,1,422,orthographic-exact,0
784,Dubrawa,4,424,manual,0
785,Dulepzka,1,425,orthographic-fuzzy,1
786,Duoryany,4,426,manual,0
787,Dwbowcz,1,422,orthographic-exact,0
788,Dwbowecz,4,427,manual,0
789,Dwbrawa,4,424,manual,0
790,Dwbyno,1,428,singleton,0
791,Dwgy Werh,1,429,manual,0
792,Dwlebska,1,425,orthographic-fuzzy,1
793,Dwlebzka,1,425,orthographic-fuzzy,1
794,"Dwlebzka, Graberyancz*",1,425,orthographic-fuzzy,1
795,Dwlepska,1,425,orthographic-fuzzy,1
796,Dwlepzka,1,425,orthographic-fuzzy,1
797,"Dwlepzka, Erdowcz",1,430,singleton,0
798,"Dwlepzka, Graboryancz",1,425,orthographic-fuzzy,1
799,Dwlyebzka,1,425,orthographic-fuzzy,1
800,Dwmowcz,4,431,manual,0
801,Dworane,4,432,manual,1
802,Dworany,4,426,manual,0
803,Dworyancz,1,433,singleton,0
804,Dworysche,1,434,modern,0
805,Dworysche,4,435,modern,0
806,Dworysche Superior,4,436,singleton,0
807,"Dworysche, Orehowcz",1,437,modern,0
808,Dworyschye Superior,4,435,modern,0
809,"Dworyschye, Orehowcz",1,437,modern,0
810,"Dworyschye, Orehowczy",1,437,modern,0
811,Dworyste,1,434,modern,0
812,Dworysthe,1,434,modern,0
813,Dwsicza cum pertinentiis,4,438,modern,0
814,Dwsycha Mala cum pertinentiis ad castrum Hrazthowycha,4,438,modern,0
815,Dwsycza,4,438,modern,0
816,Dwsycza Mala cum pertinentiis,4,438,modern,0
817,Dwsycza Mala-cum pertinentiis,4,438,modern,0
818,Dwsycza Minor,4,438,modern,0
819,Dwsycza Parva,4,438,modern,0
820,Dyakowch,1,439,manual,0
821,Dyakowcz,1,439,manual,0
822,Dyanfeld,1,440,manual,0
823,Dyanfelde,1,440,manual,0
824,Dyanffeld,1,440,manual,0
825,Dyewsewcz,1,441,singleton,0
826,Dymitrowcz,1,373,manual,0
827,Dymychffeld,1,442,singleton,0
828,Dymythrowcz,2,374,orthographic-exact,0
829,Ebres,1,443,modern,0
830,Ebres in Berzewcze,1,443,modern,0
831,"Ebres, Koren",1,443,modern,0
832,"Ebres, Zerdahel",1,443,modern,0
833,Ecclesia Zagrabiensis,4,444,manual,1
834,Eghywdowcz,4,445,manual,0
835,"Egwdowcz, Chargowcz, Polyana",2,446,manual,1
836,"Egywdo, Charkowcz",2,447,singleton,0
837,Emeryhowcz,1,448,modern,0
838,Emrihowcz,1,448,modern,0
839,Emrychowcz,1,448,modern,0
840,Emryholcz,2,449,manual,0
841,Emryhowcz,1,448,modern,0
842,Emryhowcz,2,449,manual,0
843,Endercowcz,1,448,modern,0
844,Erdocz,1,450,modern,0
845,Erdowcz,1,450,modern,0
846,Erdowcz*,1,450,modern,0
847,Erdowhcz,1,450,modern,0
848,Erpenye,2,451,singleton,0
849,Erwencze,1,452,manual,1
850,Fabianocz,1,453,manual,0
851,Fabyanchewcz,1,454,manual,0
852,Fabyankowcz,1,453,manual,0
853,Fabyanowcz,1,453,manual,0
854,Farcasovcz,1,455,manual,1
855,Farkadyn,1,456,manual,1
856,Farkasowcz,1,457,manual,1
857,Farkassowcz,1,458,manual,1
858,Farkazowcz,1,459,singleton,0
859,Felse Chezmyche,1,460,manual,0
860,Felse Chezmycze,1,460,manual,0
861,Felse Izdencz,1,461,manual,0
862,Felse Wolyawlya,4,25,modern,0
863,Felse Zemche,1,462,manual,1
864,Felse Zthwbycza,4,463,modern,0
865,Felseu Ztobycza,4,463,modern,0
866,"Felseu Ztobycza, Lepa Vez",4,464,singleton,0
867,Felsew Bakwa,1,465,manual,1
868,Felsew Bakwa,3,466,manual,1
869,Felsew Bakwa cum pertinentiis,3,467,manual,1
870,Felsew Chesmyche,1,468,manual,1
871,Felsew Gerzencze,1,469,manual,0
872,Felsew Hyzdencz,1,461,manual,0
873,Felsew Izdencz,1,461,manual,0
874,Felsew Pozawye / Zablathye,4,470,manual,1
875,Felsew Soploncza,1,471,manual,0
876,Felsew Soproncha,1,471,manual,0
877,Felsew Soproncza,1,471,manual,0
878,Felsew Stwbycza,4,463,modern,0
879,Felsew Thothwssewyna,1,472,manual,0
880,Felsew Totusewyna,1,472,manual,0
881,Felsew Wolawlya,4,25,modern,0
882,Felsew Zemche,1,462,manual,1
883,Felsew Zempche,1,462,manual,1
884,Felsew Zthobycza,4,463,modern,0
885,Felsew Zthwbycza,4,463,modern,0
886,"Felsew Zthwbycza, Bedenycze",4,473,singleton,0
887,"Felsew Zthwbycza, Bosyako",4,474,singleton,0
888,Felsew Ztobycza,4,463,modern,0
889,Felsew Ztwbycza,4,463,modern,0
890,Felsewztobycza,4,463,modern,0
891,Felso Czesmycze,1,475,manual,1
892,Felso Zthwbycza,4,463,modern,0
893,Felsow Stwbicza,4,463,modern,0
894,Felsse Zthobycza,4,463,modern,0
895,Felsw Bakwa,3,466,manual,1
896,Felwsew Krayachowcz,1,468,manual,1
897,Feolso Ztobycza,4,463,modern,0
898,Ferkulovcz,2,476,manual,0
899,Ferkwlewcz,2,476,manual,0
900,Ferkwlowcz,2,476,manual,0
901,Ferkwlyewczy,2,476,manual,0
902,Ferkwlyocz,2,476,manual,0
903,Ferkwlyowcz,2,476,manual,0
904,Fewlsew Soproncza,1,471,manual,0
905,Fewlsew Zthobycza,4,463,modern,0
906,Feyerkew,1,477,manual,1
907,Feyrkew-waywodatus cum pertinentiis,1,478,manual,1
908,Filyphfalwa,1,479,orthographic-fuzzy,1
909,Finthincz,1,480,manual,1
910,Fodoroucz,3,481,orthographic-exact,0
911,Fodorowcz,1,482,manual,0
912,Fodorowcz,3,481,orthographic-exact,0
913,Fodorowczy,2,483,manual,0
914,Fodroucz,1,482,manual,0
915,Fodrowcz,1,482,manual,0
916,Foryanowcz,1,484,manual,1
917,Furmeghoch,1,485,singleton,0
918,Fwka,1,486,singleton,0
919,Fychowcz,1,487,manual,0
920,Fyerky,1,488,singleton,0
921,Fylethyncz,1,489,manual,1
922,Fylippfalwa,1,479,orthographic-fuzzy,1
923,Fynchewcz,1,490,manual,0
924,Fynthych,1,480,manual,1
925,Fynthyncz,1,480,manual,1
926,Galgoncha,1,491,modern,0
927,Galgoncha-ad provincia,1,491,modern,0
928,Galgoncza,1,491,modern,0
929,"Galgoncza, Kalecz",1,491,modern,0
930,"Galgoncza, Thkalecz",1,491,modern,0
931,Galgoncza-provincia ad,1,491,modern,0
932,Galgowo,4,492,modern,0
933,Galgowo (Okych),4,492,modern,0
934,Galguncha,1,491,modern,0
935,Galowchecz,1,493,manual,1
936,Galowcz,1,494,manual,0
937,Garazda,1,495,singleton,0
938,Garazdyncz,1,496,manual,1
939,Gardowa,1,497,manual,0
940,Garyghnycze,1,498,manual,0
941,Garygnycza,1,498,manual,0
942,Gathalocz,1,499,manual,1
943,Gathalovcz,1,499,manual,1
944,Gathalowcz,1,499,manual,1
945,Gathalowcz,2,500,modern,0
946,Gayancz,2,501,manual,1
947,"Gayancz, Nedelyancz",2,502,singleton,0
948,Gayanczy,1,503,manual,1
949,Gedrocz,1,504,orthographic-fuzzy,1
950,Gedrowcz,1,504,orthographic-fuzzy,1
951,Gemelgfelde,1,505,manual,1
952,Geramuczyak,2,506,singleton,0
953,Gereben,4,507,modern,0
954,Gerecz,1,508,manual,0
955,Gerecz,4,509,manual,0
956,Geremchari,2,510,singleton,0
957,Gerwasowcz,1,511,singleton,0
958,Gerzencze,1,512,manual,0
959,Ghoricza,4,513,modern,0
960,Glagowo,4,514,manual,0
961,Glaunycza Sanctae Trinitatis,4,515,manual,1
962,"Glavnycza, Ztobycza",4,516,orthographic-fuzzy,1
963,Glawnicza,4,516,orthographic-fuzzy,1
964,Glawnicza Zelinawar,4,516,orthographic-fuzzy,1
965,Glawnycha,4,516,orthographic-fuzzy,1
966,Glawnycha ad Zelynawar,4,516,orthographic-fuzzy,1
967,Glawnycza,4,516,orthographic-fuzzy,1
968,"Glawnycza, Zthobycza",4,516,orthographic-fuzzy,1
969,Globochech,4,517,modern,0
970,Globochecz,1,518,manual,0
971,Globochecz,4,517,modern,0
972,"Globochecz, Polyana",1,519,manual,1
973,Globochez,4,517,modern,0
974,Globochicha,1,518,manual,0
975,Globochycza,1,518,manual,0
976,"Glokosowcz, Mylethynch",1,520,manual,1
977,"Golgoncza, Kalecz",1,521,singleton,0
978,Golyak- judicatus (Jazthrebarzka-castrum),4,522,manual,1
979,Gorazdyncz,1,523,manual,1
980,Gorbonakffew,1,524,manual,1
981,Gorbonok,1,525,manual,0
982,"Gorbonok, Drawamelleke",1,525,manual,0
983,"Gorbonok, Drawamelleky",1,525,manual,0
984,Gorbonok-oppidum cum pertinentiis,1,526,manual,0
985,Gorbonok-oppidum-cum pertinentiis,1,526,manual,0
986,Gorbonokfew,1,524,manual,1
987,Gorbonokffew,1,524,manual,1
988,Gorbonwk,1,525,manual,0
989,Gorbonwk-oppidum cum pertinentiis,1,526,manual,0
990,Gorbonwkfew,1,524,manual,1
991,Gorbonwkfew ad Zenth Gergwara,1,524,manual,1
992,Gorbowa,1,527,manual,0
993,Gordova,1,497,manual,0
994,Gordowa,1,497,manual,0
995,Goricza in episcopatu Zagrabiensi,4,528,singleton,0
996,Gorycha,1,529,modern,0
997,"Gorychan, Zbelye",2,530,manual,0
998,Gorycza,1,529,modern,0
999,Gorycza,3,531,singleton,0
1000,Gorycza,4,513,modern,0
1001,Gorycza Maiori,4,532,singleton,0
1002,Gorycza sive Pregrada,2,533,modern,0
1003,Gorycza sive Pregradye,2,533,modern,0
1004,Gorycza sive Prygorya,2,533,modern,0
1005,"Gorycza, Pleszo",4,534,singleton,0
1006,Gorycza-pertinens ad Hrazthowycza,4,513,modern,0
1007,Gorycza-pertinentiis,1,529,modern,0
1008,Gorycze,1,529,modern,0
1009,Gorycze ad Zenth Gergwara,1,529,modern,0
1010,Goryzca ad Hrazthowyczam,4,513,modern,0
1011,Gotaleryancz,1,535,singleton,0
1012,"Gotalowcz, Zawersye",2,536,orthographic-exact,0
1013,Gothalowch,2,500,modern,0
1014,Gothalowcz,1,499,manual,1
1015,Gothalowcz,2,500,modern,0
1016,"Gothalowcz, Zawersye",2,536,orthographic-exact,0
1017,Gottaloucz,2,500,modern,0
1018,Gotthalowcz,2,500,modern,0
1019,Gozthowychy,1,537,modern,0
1020,Goztowycz,1,537,modern,0
1021,Goztowyczy,1,537,modern,0
1022,Graberiancz,1,538,manual,0
1023,Graberya,1,539,manual,0
1024,Graberye,1,539,manual,0
1025,Graberye,2,540,singleton,0
1026,Grabrych,1,541,modern,0
1027,Grabrychy,1,541,modern,0
1028,Gracchaan,4,542,modern,0
1029,Gracchan,4,542,modern,0
1030,Gracchyan,4,542,modern,0
1031,Grachan,4,542,modern,0
1032,Grachian,4,542,modern,0
1033,Grachina ad Garig,1,543,singleton,0
1034,Grachyan,4,542,modern,0
1035,Grachyna,1,544,singleton,0
1036,Gradacz,1,545,manual,0
1037,"Gradacz, Jampnicza",4,546,manual,0
1038,"Gradacz, Jampnycza",4,546,manual,0
1039,Gradchane sub Medwe,4,542,modern,0
1040,Gradchyna-ad Garych,1,547,manual,1
1041,Gradecz,1,548,modern,0
1042,Gradecz-fortalitium cum pertinentiis,1,548,modern,0
1043,Gradna,1,548,modern,0
1044,Gradysche,1,549,manual,0
1045,Gragena,1,550,manual,0
1046,Gragenna,1,550,manual,0
1047,Gragenya,1,550,manual,0
1048,Gragyan,4,551,singleton,0
1049,Gramchoucz,1,552,manual,0
1050,Grayan,1,553,manual,1
1051,Greben,4,507,modern,0
1052,Greben cum pertinentiis,4,507,modern,0
1053,Greben-castrum cum pertinentiis,4,507,modern,0
1054,Grebenna,1,554,manual,1
1055,Greczan,4,542,modern,0
1056,Greda,1,555,manual,1
1057,Gredakowcz ad Gemnecz,1,556,manual,1
1058,"Gredycze, Zabok",2,557,singleton,0
1059,Gregorchyncz,1,558,manual,0
1060,Gregorczyncz,1,558,manual,0
1061,Gregorowcz,1,559,modern,0
1062,Gregorowcz,2,560,modern,0
1063,"Gregorowcz, Zabok",2,560,modern,0
1064,Gregoryancz,1,558,manual,0
1065,"Gregoryancz, Dorozlawcz, Camarcha",1,561,manual,1
1066,Gregoryewcz-villicatus ad Nagkemlek,1,559,modern,0
1067,Gregoryewyna,1,562,manual,1
1068,"Gregoryowcz, Zaywsawcz",1,563,manual,1
1069,Gregoucz,1,559,modern,0
1070,Gregsynch,1,564,manual,0
1071,Greguroucz,1,559,modern,0
1072,Greguroucz,2,560,modern,0
1073,"Greguroucz, Zabok",2,560,modern,0
1074,Gregurowcz-vilicatus-ad Nagh Kemlek,1,559,modern,0
1075,Gregwrowcz,1,559,modern,0
1076,Gregwrowcz,2,560,modern,0
1077,"Gregwrowcz, Thoplycza, Oskowcz, Wethekowcz",2,560,modern,0
1078,"Gregwrowcz, Toplycza, Oskowcz",2,565,singleton,0
1079,Gregwrowcz-ad Nagh Kemlek,1,562,manual,1
1080,Gregwryewyna,1,562,manual,1
1081,Gregwryowcz,1,559,modern,0
1082,Grekzynchk,1,566,manual,0
1083,Grexincz,1,567,manual,0
1084,Grexyncz,1,567,manual,0
1085,Grobosincz,1,568,manual,0
1086,Grobosyncz,1,568,manual,0
1087,Grymoucz,1,569,orthographic-exact,0
1088,Grymowcz,1,569,orthographic-exact,0
1089,Grysnyak,1,570,singleton,0
1090,"Gubassewo, Martyncze",2,571,singleton,0
1091,"Gubassewo, Prozenyk",2,572,orthographic-exact,0
1092,Gunnyak,1,573,manual,0
1093,Gurgekowcz,1,574,manual,0
1094,Gwbasewo,2,575,modern,0
1095,Gwbasowo,2,575,modern,0
1096,Gwbassewo,2,575,modern,0
1097,"Gwbassewo, Krysanch",2,575,modern,0
1098,"Gwbassewo, Prozenyk",2,572,orthographic-exact,0
1099,Gwbassowo,2,575,modern,0
1100,Gwdoch,1,576,manual,0
1101,Gwdowcz,1,576,manual,0
1102,Gwdowcz-cum pertinentis,1,577,manual,0
1103,Gwnnak,1,573,manual,0
1104,Gwnnyak,1,573,manual,0
1105,Gwnyak,1,573,manual,0
1106,Gwrgenowcz,1,574,manual,0
1107,Gwrgeroucz,1,574,manual,0
1108,Gwrgewcz,1,574,manual,0
1109,Gwrsincz,1,578,manual,1
1110,Gymelchfeld,1,505,manual,1
1111,Gywgancz,1,579,manual,0
1112,Gywgyancz,1,579,manual,0
1113,Gywgyekowcz,1,574,manual,0
1114,Gywrethyncz,1,580,singleton,0
1115,Gywrgyekowcz,1,574,manual,0
1116,Gywrgykowchecz,1,574,manual,0
1117,Gywrgykowcz,1,574,manual,0
1118,Gywrkethyncz,2,581,singleton,0
1119,Gywrsyncz,1,578,manual,1
1120,Gywrynowcz,1,582,singleton,0
1121,Habyanowcz,1,583,manual,0
1122,Hagen,1,584,modern,0
1123,Haghen,1,584,modern,0
1124,Halehosowcz,1,585,manual,0
1125,Hathko,1,586,manual,1
1126,Hathkozenth Mihal,1,587,manual,1
1127,Hatko,1,586,manual,1
1128,Haznarcz,1,588,manual,0
1129,"Haznarcz, Turkoucz",1,589,manual,0
1130,Hedrihowcz,1,590,manual,1
1131,Hedryhowcz,1,591,singleton,0
1132,Hegen,1,584,modern,0
1133,Heghen,1,584,modern,0
1134,Hemowcz,1,592,manual,0
1135,Herbolthoucz,1,593,manual,0
1136,Herbolthowcz,1,593,manual,0
1137,Herbolthya,1,594,manual,0
1138,Herbolthyo,1,594,manual,0
1139,Herborthya,1,595,manual,0
1140,Herbortya,1,595,manual,0
1141,Herbothowcz,1,593,manual,0
1142,Hercowcz,1,596,singleton,0
1143,Heressyncz,1,597,manual,1
1144,Heresyncz,1,597,manual,1
1145,Herethyncz,1,598,manual,0
1146,"Hergowicza, Pwzta Dwsa",4,599,manual,0
1147,Herpeny,2,600,orthographic-fuzzy,1
1148,Herpenye,2,600,orthographic-fuzzy,1
1149,Heryowcz,1,601,singleton,0
1150,Herysynch,1,597,manual,1
1151,Herzowa,1,602,manual,0
1152,Hewiz-oppidum ad Dobrachwcha,1,603,manual,1
1153,Hom,1,604,manual,0
1154,Hom,4,605,modern,0
1155,Hom Zenth Marthon,1,604,manual,0
1156,Horeowcz,1,606,manual,0
1157,Horzowa,1,607,manual,0
1158,Hothko,1,608,manual,0
1159,Hothko Zenth Myhal,1,587,manual,1
1160,Hothnya Zenth Pal,1,609,manual,0
1161,Hothowa,1,610,manual,0
1162,Hothowo ad Zenth Gergwara,1,611,manual,1
1163,Howano ad Kapruncza,1,612,manual,1
1164,Hozywfalw,1,613,orthographic-fuzzy,1
1165,Hradschyna,4,614,modern,0
1166,Hrascha,4,614,modern,0
1167,Hraschan,1,615,manual,0
1168,Hrasche,4,614,modern,0
1169,Hraschia,4,614,modern,0
1170,Hraschya,4,614,modern,0
1171,Hraschyna,4,614,modern,0
1172,Hraschyna ad Greben cum pertinentiis,4,616,manual,1
1173,Hraschyna in pertinentiis Greben,4,616,manual,1
1174,Hrasthan,1,617,manual,1
1175,Hrasthye,4,618,manual,0
1176,Hrastina,1,619,singleton,0
1177,Hrastovica cum pertinentiis,4,620,manual,0
1178,Hrastowicza cum pertinentiis,4,620,manual,0
1179,Hrastowicze-castrum cum pertinentiis,4,620,manual,0
1180,Hrazthowycza-pertinencia,4,620,manual,0
1181,Hrazthowycze-castrum cum pertinentiis,4,620,manual,0
1182,Hrazthowycze-pertinantiae,4,620,manual,0
1183,Hrazthye,4,618,manual,0
1184,Hrazthyna,1,621,orthographic-exact,0
1185,Hraztina,1,621,orthographic-exact,0
1186,Hraztowycza-castrum cum pertinentiis,4,620,manual,0
1187,Hraztowycze-castrum cum pertinentiis,4,620,manual,0
1188,Hraztoyczam cum pertinentiis,4,620,manual,0
1189,Hrebyncz,4,622,manual,0
1190,Hrelych,4,623,modern,0
1191,Hrelychi,4,623,modern,0
1192,Hrelychy,4,623,modern,0
1193,Hromchovcz,1,624,manual,1
1194,Hromchowcz,1,624,manual,1
1195,Hromkowcz,1,625,manual,0
1196,Hrusocz,1,626,manual,0
1197,Hrusowcz,1,626,manual,0
1198,Hrustopecowyna,1,627,singleton,0
1199,Hrwsewcz,4,628,manual,1
1200,Hrwskopekowyna,1,629,singleton,0
1201,Hrwsowcz,1,626,manual,0
1202,Hrwsowcz*,1,626,manual,0
1203,Hrwssewcz,4,628,manual,1
1204,Hrwssowcz,1,626,manual,0
1205,Hrwssowcz,4,628,manual,1
1206,Hrwssowcz ad Thopozka,4,628,manual,1
1207,Hrwssowcz ad Topozka (predium),4,628,manual,1
1208,"Hrwssowcz, Bwsthyncz",1,626,manual,0
1209,Hrwzowcz-ad Gorbonok,1,626,manual,0
1210,Hvm,1,604,manual,0
1211,Hwdy Bythek,4,630,singleton,0
1212,Hwethincz,1,631,singleton,0
1213,Hwm,1,604,manual,0
1214,Hwm,4,605,modern,0
1215,Hwm Zenth Marthon,1,604,manual,0
1216,Hwm Zenthmarton,1,604,manual,0
1217,Hwywaros,1,632,singleton,0
1218,Hwzarcz,1,633,manual,0
1219,"Hwzarcz, Zenthywan",1,634,singleton,0
1220,Hwzywfalu,1,613,orthographic-fuzzy,1
1221,Hyzdencz,1,635,manual,0
1222,Ilowa,3,636,manual,1
1223,Ilowa cum pertinentiis,3,637,manual,1
1224,Inferior Lwkawcz,4,638,manual,0
1225,"Inferior Lwkawcz, Kozthaniewcz",4,639,modern,0
1226,"Inferior Lwkawcz, Kozthanyewcz",4,639,modern,0
1227,"Inferior Lwkawcz, Obres",4,640,singleton,0
1228,Inferior Lwkawecz,4,641,modern,0
1229,Inferior Opathyncz,1,642,manual,1
1230,Inferior Vaska,1,643,manual,0
1231,Inferior Waska,1,643,manual,0
1232,"Inoskowcz, Foryanowcz",1,644,manual,1
1233,Insula,2,645,manual,1
1234,Insula Zenth Berthalan,2,259,modern,0
1235,Insula-fortalitium*,2,645,manual,1
1236,Insuly,2,645,manual,1
1237,Inwsowcz,1,646,manual,0
1238,Isanowcz,1,647,manual,0
1239,Ista parte Zawe (s ove strane Save),4,648,singleton,0
1240,Iwahnowcz ad Belam,1,649,modern,0
1241,Iwanch,1,649,modern,0
1242,Iwancz,1,649,modern,0
1243,Iwancz an Berzewcze,1,649,modern,0
1244,Iwancz in Berzewcze,1,649,modern,0
1245,Iwanheg,1,649,modern,0
1246,Iwanhegh,1,649,modern,0
1247,Iwanicz,1,649,modern,0
1248,Iwannussowcz,1,646,manual,0
1249,Iwanosowcz,1,646,manual,0
1250,Iwanowcz,1,646,manual,0
1251,Iwanusowcz,1,646,manual,0
1252,Iwanwssowcz,1,646,manual,0
1253,Iwanych,1,650,manual,1
1254,"Iwanych-oppidum, Oppathychyncz, Bregy, Lwpoglaw",1,651,manual,1
1255,"Iwanych-oppidum, Oppathyncz, Bregy, Lwpoglaw",1,651,manual,1
1256,Iwelowcz,1,652,manual,1
1257,Iwilovcz,1,653,singleton,0
1258,Izdencz,1,654,manual,0
1259,Jacopowcz,1,655,manual,0
1260,Jacupelcz,1,656,manual,0
1261,Jacupelcz,2,657,singleton,0
1262,Jacupoucz,1,655,manual,0
1263,Jacupowcz,1,655,manual,0
1264,Jacwpowcz,1,655,manual,0
1265,Jagustanowcz,4,658,modern,0
1266,Jagustonowcz (na dobrima topličke opatije),4,658,modern,0
1267,Jagwstanowcz,4,658,modern,0
1268,Jagwstanowcz (Berkyssewyna),4,658,modern,0
1269,Jagywdowcz,4,659,modern,0
1270,Jakopowcz,1,660,manual,1
1271,"Jakovllye, Felsew et Also Byztra, Podgorye, Pzarno",4,661,singleton,0
1272,Jakowla,4,662,modern,0
1273,Jakowlewcz,1,663,singleton,0
1274,"Jakowlia, Also Bisztra",4,664,modern,0
1275,"Jakowlia, Also Byztra",4,664,modern,0
1276,Jakowlya,4,662,modern,0
1277,"Jakowlya, Also Byztra",4,664,modern,0
1278,"Jakowlya, Alsobysztra",4,664,modern,0
1279,"Jakowlya, Alsobyztra",4,664,modern,0
1280,Jakwpelcz,1,665,manual,0
1281,Jakwpowcz,1,666,singleton,0
1282,Jakwpowcz ad Belam,1,667,manual,1
1283,Jakwssewcz,4,668,modern,0
1284,Jakwssowcz,4,668,modern,0
